HEATID,TAP_first,STARTTIME_first,DURATION_SEC,MW_mean,TEMP_mean,TEMP_p95,VALO2_mean,VALO2_p95,O2_AMOUNT_sum,GAS_AMOUNT_sum,O2_FLOW_mean,GAS_FLOW_mean
5F2913,11,2015-04-27 23:30:00,123600.0,3.8173076923076925,1635.0,1645.75,801.25,848.55,419115.0,114667.0,4932.844,1010.216
5F2914,11,2015-04-28 00:17:00,117600.0,2.9296875,1635.0,1655.9,902.3333333333334,1010.9,589299.0,181661.0,3422.9685534591194,994.1132075471698
5F2915,17,2015-04-28 01:38:00,120600.0,3.2083333333333335,1630.6,1648.2,1000.0,1172.8,531903.0,122693.0,4990.3978102189785,844.7372262773723
5F2916,16,2015-04-28 02:06:00,117600.0,3.3839285714285716,1638.0,1648.8,942.4,1133.6,515549.0,126362.0,4893.158088235294,885.5183823529412
5F2917,11,2015-04-28 03:09:00,116400.0,4.010416666666667,1630.5,1643.55,706.5,747.45,363362.0,98596.0,4401.099137931034,991.3706896551724
5F2918,15,2015-04-28 04:07:00,121200.0,4.145833333333333,1619.0,1641.5,599.0,662.4,410070.0,105714.0,3952.0481927710844,891.6746987951807
5F2919,15,2015-04-28 04:26:00,113400.0,2.8671875,1640.0,1650.4,884.8,1051.0,597670.0,137323.0,4568.310104529617,839.8397212543554
5F2920,11,2015-04-28 05:40:00,132600.0,3.3666666666666667,1645.0,1658.9,1044.6666666666667,1111.5,487293.0,116711.0,4424.052447552447,831.1223776223776
5F2921,11,2015-04-28 09:34:00,131400.0,3.036764705882353,1630.6666666666667,1660.5,870.5,1087.75,619941.0,155492.0,3607.3038348082596,732.5191740412979
5F2922,11,2015-04-28 10:53:00,123000.0,4.431818181818182,1652.4285714285713,1676.0,897.2857142857143,1183.8999999999999,948683.0,198958.0,4435.9,895.2078947368421
5F2923,11,2015-04-28 11:44:00,122400.0,5.0,1621.2,1651.8,758.8,953.4,557953.0,141908.0,3724.713333333333,847.7066666666667
5F2924,11,2015-04-28 12:41:00,112800.0,4.6,1662.0,1662.0,1002.0,1002.0,403602.0,108847.0,4195.603238866397,956.7125506072874
5F2925,11,2015-04-28 13:34:00,121200.0,5.472222222222222,1606.5,1620.45,770.5,840.25,441579.0,116361.0,4013.149019607843,916.2705882352941
5F2926,14,2015-04-28 14:25:00,121800.0,3.2666666666666666,1620.75,1644.1,793.5,916.85,566026.0,184058.0,4229.562913907284,1096.8145695364237
5F2927,15,2015-04-28 15:41:00,115800.0,3.9375,1636.6666666666667,1647.5,809.3333333333334,917.9,395677.0,105103.0,3983.1028806584363,933.4609053497942
5F2928,15,2015-04-28 16:07:00,112200.0,3.8541666666666665,1649.6666666666667,1657.8,757.6666666666666,810.6,381923.0,99776.0,3711.135802469136,884.312757201646
5F2929,15,2015-04-28 17:07:00,114000.0,3.9270833333333335,1639.75,1658.4,646.75,710.1,388486.0,111702.0,4358.754032258064,998.983870967742
5F2932,12,2015-04-28 19:17:00,120000.0,4.488636363636363,1625.0,1651.0,912.25,1082.1499999999999,484180.0,118507.0,4044.2413793103447,896.6819923371647
5F2933,13,2015-04-28 20:21:00,111600.0,3.8958333333333335,1620.3333333333333,1621.8,816.6666666666666,823.4,322856.0,99838.0,3688.602620087336,1021.117903930131
5F2934,11,2015-04-28 21:05:00,130800.0,4.909090909090909,1622.5,1636.45,813.0,882.3,455991.0,117112.0,3984.3938223938226,876.7335907335907
5F2935,11,2015-04-28 21:36:00,118800.0,4.145833333333333,1616.5,1636.8,760.75,880.25,359281.0,99236.0,3979.3080168776373,939.0675105485232
5F2936,15,2015-04-28 23:07:00,124200.0,4.21875,1615.5,1624.95,841.5,880.65,475709.0,145725.0,3492.6539792387543,958.1522491349481
5F2937,12,2015-04-28 23:22:00,126600.0,5.763888888888889,1598.0,1617.4,663.3333333333334,772.1,407791.0,116249.0,3896.232,987.844
5F2938,14,2015-04-29 00:09:00,122400.0,4.488636363636363,1632.3333333333333,1649.4,865.3333333333334,958.6999999999999,384639.0,110213.0,3783.6115702479337,1007.3223140495868
5F2939,11,2015-04-29 01:12:00,85200.0,2.8333333333333335,1631.75,1649.85,705.25,741.8,226658.0,76443.0,3273.6231155778896,1053.175879396985
5F2940,11,2015-04-29 01:32:00,118800.0,4.8875,1647.0,1655.1,701.5,768.55,357436.0,105563.0,3840.510729613734,1002.1931330472103
5F2941,15,2015-04-29 02:51:00,114600.0,4.6625,1668.0,1668.0,0.0,0.0,358536.0,100549.0,3599.237288135593,975.2966101694915
5F2943,14,2015-04-29 03:49:00,125400.0,4.291666666666667,1620.6666666666667,1638.1,837.3333333333334,997.1,438130.0,118216.0,3616.023166023166,921.6679536679536
5F2947,16,2015-04-29 07:15:00,121740.0,4.443181818181818,1628.7142857142858,1636.4,807.5714285714286,1024.1,560923.0,138713.0,4800.508771929824,889.7964912280702
5F2948,11,2015-04-29 08:07:00,117600.0,3.6346153846153846,1603.923076923077,1622.8,809.1538461538462,1139.0,775472.0,177967.0,3640.0662650602408,821.2710843373494
5F2949,15,2015-04-29 09:22:00,108000.0,4.4125,1635.0,1635.0,1149.0,1149.0,356012.0,101131.0,3129.6413502109704,935.5864978902954
5F2950,11,2015-04-29 09:47:00,118200.0,3.5288461538461537,1605.9,1630.85,880.7,1028.0,763342.0,178940.0,3471.039274924471,823.9335347432025
5F2951,11,2015-04-29 11:26:00,110400.0,5.027777777777778,1644.8333333333333,1649.0,391.3333333333333,1094.0,467804.0,121811.0,3225.589928057554,781.9928057553957
5F2952,15,2015-04-29 16:23:00,16200.0,51.5,1636.0,1636.0,1154.0,1154.0,51164.0,9896.0,1247.2727272727273,618.0909090909091
5F2953,11,2015-04-29 16:32:00,127200.0,3.8125,1620.625,1632.5,644.75,987.7499999999998,449847.0,135757.0,3230.505617977528,1022.5393258426966
5F2955,11,2015-04-29 18:08:00,130800.0,3.2583333333333333,1621.8,1631.6,720.6,842.8,627473.0,171996.0,2971.954692556634,970.0453074433657
5F2956,11,2015-04-29 19:02:00,117000.0,3.96875,1636.0,1645.0,872.0,878.3,377033.0,112256.0,3063.659836065574,1013.7950819672132
5F2957,11,2015-04-29 20:01:00,122400.0,3.625,1606.2,1637.4,626.4,820.1999999999999,497687.0,126429.0,3997.0472727272727,852.8836363636364
5F2958,16,2015-04-29 20:36:00,118800.0,4.454545454545454,1643.0,1643.0,845.0,845.0,403251.0,115240.0,4676.794238683127,1070.3168724279835
5F2959,16,2015-04-29 21:20:00,114000.0,4.25,1631.0,1644.5,829.0,870.4,422340.0,109136.0,4225.5697211155375,978.6135458167331
5F2960,11,2015-04-29 22:05:00,115800.0,9.5,1636.6666666666667,1646.3,757.3333333333334,791.9,404394.0,109125.0,4343.261410788382,1019.6846473029045
5F2961,11,2015-04-29 22:49:00,114000.0,3.8333333333333335,1659.0,1659.0,850.0,850.0,386372.0,110327.0,4031.7405857740587,1059.4518828451883
5F2962,11,2015-04-29 23:34:00,116940.0,4.306818181818182,1663.75,1675.15,897.75,1012.3499999999999,496907.0,148754.0,3910.2188552188554,972.989898989899
5F2963,15,2015-04-30 00:57:00,126660.0,3.9615384615384617,1619.0,1637.1,688.0,863.9,500893.0,120669.0,4501.7900763358775,945.2595419847328
5F2964,11,2015-04-30 02:10:00,125340.0,4.270833333333333,1674.0,1674.0,905.0,905.0,697347.0,153558.0,3456.2875,793.5625
5F2965,11,2015-04-30 03:10:00,108000.0,4.045454545454546,1636.5,1651.35,751.5,820.35,439115.0,105574.0,4500.296442687747,898.6561264822135
5F2966,11,2015-04-30 04:00:00,118200.0,4.3522727272727275,1651.0,1652.8,810.5,826.25,467152.0,115617.0,4323.193675889328,952.5573122529644
5F2967,11,2015-04-30 05:05:00,108600.0,2.8833333333333333,1654.0,1658.5,818.5,841.45,376984.0,106015.0,4627.872881355932,1049.2372881355932
5F2968,7,2015-04-30 05:33:00,121200.0,3.4107142857142856,1664.0,1664.0,941.0,941.0,526490.0,138630.0,4181.48,968.2654545454545
5F2969,15,2015-04-30 06:43:00,121200.0,4.443181818181818,1654.0,1664.0,865.6666666666666,941.0,429150.0,112559.0,4656.6707818930045,1002.8106995884774
5F2970,11,2015-04-30 07:14:00,112200.0,3.548076923076923,1650.0,1650.0,799.0,799.0,453502.0,125849.0,4439.562992125984,1044.283464566929
5F2971,12,2015-04-30 08:21:00,120600.0,4.875,1640.0,1640.0,652.0,652.0,445221.0,115225.0,3981.1581027667985,895.8932806324111
5F2972,11,2015-04-30 08:53:00,120000.0,3.9791666666666665,1639.0,1639.0,752.0,752.0,449778.0,127775.0,4066.7606177606176,987.4208494208494
5F2973,16,2015-04-30 10:00:00,123600.0,3.308333333333333,1614.4,1624.0,863.8,1154.0,481854.0,126525.0,4256.429657794677,921.5209125475285
5F2974,15,2015-04-30 11:02:00,123540.0,3.8173076923076925,1630.6666666666667,1641.2,601.3333333333334,657.6,500738.0,122185.0,4352.7265917603,911.6928838951311
5F2975,11,2015-04-30 11:37:00,120000.0,3.1083333333333334,1643.0,1643.0,636.0,636.0,562585.0,177644.0,3767.375816993464,1050.545751633987
5F2976,11,2015-04-30 13:07:00,123600.0,2.8676470588235294,1603.5,1649.95,438.5,654.65,438564.0,113835.0,4527.883534136547,945.7389558232932
5F2977,11,2015-04-30 13:40:00,119400.0,3.6634615384615383,1651.0,1651.0,668.0,668.0,438549.0,104244.0,4603.080321285141,869.5421686746988
5F2978,11,2015-04-30 14:27:00,123600.0,3.2083333333333335,1646.0,1651.4,697.0,751.9,453250.0,124253.0,4182.825581395349,976.7054263565891
5F2979,11,2015-04-30 15:18:00,118800.0,3.75,1629.3333333333333,1646.0,606.6666666666666,650.0,408854.0,107208.0,3875.089068825911,888.3805668016195
5F2980,13,2015-04-30 16:22:00,126000.0,3.5982142857142856,1610.0,1640.0,498.3333333333333,702.1999999999999,491532.0,123387.0,4614.853383458647,920.5451127819549
5F2984,11,2015-04-30 19:27:00,112800.0,4.7125,1651.0,1651.0,498.0,498.0,389195.0,115364.0,4415.816,1014.496
5F2985,16,2015-04-30 20:31:00,109200.0,4.1022727272727275,1623.6,1659.3,367.7,840.8,476868.0,137120.0,2944.4693140794225,977.9566787003611
5F2987,11,2015-04-30 22:03:00,126000.0,3.5625,1614.75,1625.85,419.875,552.4,493842.0,125367.0,3360.3138686131388,846.2445255474453
5F2988,15,2015-04-30 23:11:00,123000.0,4.534090909090909,1612.0,1644.4,389.4,523.8,457845.0,134563.0,3278.952205882353,1004.3125
5F2996,13,2015-05-01 06:39:00,126660.0,4.9125,1630.0,1647.9,558.0,796.15,469558.0,126502.0,3388.8150943396226,927.5094339622641
5F2998,15,2015-05-01 09:04:00,124800.0,4.135416666666667,1653.5,1688.5,412.1666666666667,500.0,492022.0,143626.0,3833.785714285714,974.325
5F2999,15,2015-05-01 10:35:00,120600.0,3.6538461538461537,1641.6666666666667,1648.8,361.77777777777777,519.0,504160.0,132559.0,3862.9861111111113,822.2430555555555
5F3000,11,2015-05-01 11:18:00,131460.0,5.1,1654.357142857143,1699.35,89.57142857142857,330.44999999999993,479113.0,128249.0,3949.2379182156133,936.8698884758364
5F3001,15,2015-05-01 13:21:00,134400.0,3.325,1654.0625,1700.0,160.6875,461.25,627410.0,160185.0,4457.309446254072,893.0065146579805
5F3003,11,2015-05-01 15:27:00,127200.0,3.6160714285714284,1602.3333333333333,1699.45,233.66666666666666,761.5499999999995,473245.0,109551.0,4331.1875,844.03125
5F3005,11,2015-05-01 17:39:00,121200.0,3.9791666666666665,1647.6666666666667,1654.5,753.0,793.6,385354.0,116295.0,3754.9836734693877,1029.061224489796
5F3006,11,2015-05-01 18:10:00,129600.0,2.9191176470588234,1614.6666666666667,1641.0,635.6666666666666,785.4,560551.0,158917.0,3496.933110367893,957.371237458194
5F3007,11,2015-05-01 19:08:00,121800.0,4.675,1653.0,1653.0,702.0,702.0,394510.0,115667.0,3402.526530612245,1018.9551020408163
5F3008,13,2015-05-01 20:35:00,123000.0,2.548611111111111,1645.8333333333333,1653.0,582.1666666666666,702.0,489879.0,127124.0,3102.22027972028,823.6188811188811
5F3009,14,2015-05-01 21:29:00,124800.0,3.9583333333333335,1628.0,1653.5,468.0,573.5,467524.0,120133.0,2981.4089219330854,833.6840148698885
5F3010,12,2015-05-01 22:35:00,124800.0,4.010416666666667,1628.0,1628.0,469.0,469.0,449416.0,121867.0,3630.4528301886794,919.4867924528302
5F3011,16,2015-05-01 23:07:00,126600.0,4.340909090909091,1610.5555555555557,1655.2,598.7777777777778,1073.6,757396.0,175549.0,4459.309148264984,874.2744479495268
5F3012,12,2015-05-02 00:24:00,117600.0,4.170454545454546,1635.0,1635.0,755.0,755.0,409406.0,111262.0,2829.4024390243903,878.390243902439
5F3013,11,2015-05-02 00:55:00,115200.0,4.045454545454546,1634.4,1645.2,859.6,1059.3999999999999,578518.0,136577.0,3820.6989619377164,836.0207612456747
5F3014,14,2015-05-02 01:48:00,126000.0,4.8125,1646.0,1650.5,1114.6666666666667,1332.9,432818.0,128476.0,3514.171755725191,1006.7137404580153
5F3015,16,2015-05-02 02:46:00,118800.0,4.2272727272727275,1648.0,1655.2,863.0,868.4,400082.0,110611.0,3072.859922178988,878.3618677042801
5F3016,15,2015-05-02 04:05:00,117000.0,3.5576923076923075,1628.3333333333333,1652.0,940.5,1112.5,547433.0,122968.0,4191.042857142857,804.1035714285714
5F3018,16,2015-05-02 05:27:00,123600.0,4.4772727272727275,1600.0,1613.5,517.5,559.35,458974.0,122687.0,3334.6704119850187,883.3820224719101
5F3019,16,2015-05-02 06:08:00,113400.0,3.7083333333333335,1637.0,1655.6,929.0,1125.8,566405.0,134074.0,4010.1099656357387,851.8900343642612
5F3020,14,2015-05-02 07:20:00,120000.0,4.340909090909091,1641.0,1641.0,809.0,809.0,474112.0,116110.0,3980.9358490566037,819.5471698113207
5F3021,16,2015-05-02 08:22:00,130200.0,5.075,1609.0,1609.0,658.0,658.0,511247.0,127457.0,4569.932835820896,973.3619402985074
5F3023,7,2015-05-02 09:57:00,129600.0,4.09375,1650.0,1662.6,613.0,675.1,496753.0,132591.0,4606.174904942965,1010.4296577946768
5F3024,11,2015-05-02 10:50:00,131400.0,4.354166666666667,1630.3333333333333,1652.5,805.3333333333334,1054.6,579435.0,155623.0,4336.637873754153,923.4584717607974
5F3025,16,2015-05-02 11:58:00,126600.0,4.166666666666667,1677.0,1677.0,611.0,611.0,546925.0,142659.0,4379.556363636364,978.2654545454545
5F3032,13,2015-05-02 18:14:00,130080.0,5.0875,1645.0,1654.9,855.5,930.65,509819.0,124456.0,4480.166037735849,928.5207547169812
5F3033,16,2015-05-02 19:11:00,126600.0,4.5,1644.0,1644.0,836.0,836.0,463987.0,114749.0,4322.939516129032,962.8387096774194
5F3035,11,2015-05-02 20:50:00,117000.0,4.159090909090909,1658.0,1659.8,790.5,801.75,385571.0,115852.0,3394.2131147540986,996.1065573770492
5F3036,11,2015-05-02 21:23:00,120000.0,3.8958333333333335,1655.5,1669.35,699.25,803.0,402526.0,126628.0,3054.3320754716983,960.0150943396227
5F3037,9,2015-05-02 22:38:00,20400.0,2.2916666666666665,1641.3333333333333,1650.0,608.1666666666666,711.5,55447.0,14642.0,2040.2727272727273,637.5
5F3041,15,2015-05-03 01:54:00,114000.0,4.4625,1660.0,1665.4,812.5,907.45,361409.0,107955.0,3101.235294117647,975.6848739495798
5F3042,16,2015-05-03 02:44:00,122340.0,3.158333333333333,1653.0,1653.0,839.0,839.0,456171.0,141605.0,3406.562277580071,968.7580071174377
5F3043,16,2015-05-03 03:55:00,114600.0,3.8333333333333335,1654.5,1658.1,842.25,850.05,343167.0,101184.0,3204.587234042553,944.868085106383
5F3044,14,2015-05-03 04:48:00,134400.0,5.1,1644.0,1657.5,753.75,833.0999999999999,466137.0,132597.0,3328.1086142322097,931.0711610486892
5F3045,16,2015-05-03 05:26:00,121200.0,3.9375,1624.0,1624.0,609.0,609.0,394173.0,111633.0,3291.6975806451615,941.125
5F3046,16,2015-05-03 06:28:00,134400.0,4.395833333333333,1651.25,1674.5,494.5,761.15,484909.0,122757.0,3460.106227106227,811.3369963369963
5F3047,10,2015-05-03 07:55:00,136800.0,4.096153846153846,1665.25,1709.15,449.3333333333333,737.25,173578.0,26092.0,1286.7863247863247,511.55555555555554
5F3050,7,2015-05-03 23:53:00,153600.0,2.27,1619.7,1682.8,342.6,628.25,1140453.0,500527.0,2750.2161687170474,973.4182776801406
5F3051,10,2015-05-04 01:38:00,129000.0,3.5357142857142856,1629.8,1658.0,645.2,871.5999999999999,638617.0,160825.0,3610.6428571428573,929.237012987013
5F3052,13,2015-05-04 02:49:00,123060.0,4.7125,1640.0,1640.0,750.0,750.0,430084.0,112379.0,4198.495967741936,1005.0846774193549
5F3053,14,2015-05-04 03:17:00,127800.0,5.263888888888889,1640.0,1640.0,953.0,953.0,465082.0,130077.0,3756.532,1092.964
5F3054,11,2015-05-04 04:04:00,118800.0,3.9166666666666665,1647.0,1654.2,437.5,831.25,565380.0,175074.0,3365.2920634920633,1011.7968253968254
5F3055,14,2015-05-04 05:19:00,121200.0,4.7625,1631.5,1645.45,750.5,785.15,460370.0,139265.0,3951.9657794676805,1110.403041825095
5F3056,11,2015-05-04 05:46:00,120660.0,4.6125,1650.0,1650.0,988.0,988.0,439242.0,121422.0,3903.358870967742,1072.8629032258063
5F3057,11,2015-05-04 06:32:00,120000.0,4.295454545454546,1650.0,1650.0,996.0,996.0,460864.0,128444.0,3860.3228346456694,1066.1062992125985
5F3058,14,2015-05-04 07:37:00,118140.0,4.193181818181818,1657.0,1657.0,920.0,920.0,430415.0,120252.0,3558.7428571428572,1075.2489795918368
5F3059,15,2015-05-04 08:51:00,129000.0,3.7884615384615383,1655.25,1665.9,966.75,1028.95,434722.0,131200.0,4042.5098039215686,1114.8078431372548
5F3060,16,2015-05-04 09:06:00,113400.0,3.6979166666666665,1658.5,1665.25,954.5,1005.35,405866.0,110358.0,4022.2398373983738,966.3414634146342
5F3062,15,2015-05-04 10:57:00,121740.0,3.158333333333333,1647.0,1659.7,952.5,1047.2,510920.0,133017.0,3717.698581560284,869.2163120567376
5F3063,11,2015-05-04 11:27:00,120000.0,3.392857142857143,1658.5,1658.95,891.0,933.3,492134.0,122866.0,3647.903345724907,884.5799256505576
5F3065,11,2015-05-04 13:15:00,123000.0,3.4285714285714284,1653.0,1659.3,942.5,992.45,443678.0,116348.0,4092.2371541501975,970.596837944664
5F3066,11,2015-05-04 14:13:00,126000.0,2.9921875,1615.75,1639.3,869.75,1027.75,553609.0,116424.0,3040.425605536332,787.6712802768166
5F3067,11,2015-05-04 16:34:00,120600.0,2.8308823529411766,1634.0,1647.5,788.25,901.1999999999999,449622.0,119190.0,3408.49609375,932.18359375
5F3068,16,2015-05-04 17:34:00,123000.0,2.5526315789473686,1631.6666666666667,1647.3,764.3333333333334,840.0,428146.0,106257.0,4093.1417004048585,928.4251012145749
5F3069,11,2015-05-04 18:09:00,129000.0,2.875,1623.75,1643.2,639.5,714.4,458543.0,119066.0,3860.97265625,930.36328125
5F3070,17,2015-05-04 19:22:00,124200.0,3.4732142857142856,1634.6,1659.6,927.4,1135.4,523308.0,132306.0,3229.2066420664205,886.4428044280443
5F3072,11,2015-05-04 20:34:00,122400.0,3.9270833333333335,1671.0,1676.4,1168.0,1222.9,464953.0,125587.0,3721.401515151515,932.0871212121212
5F3073,12,2015-05-04 21:29:00,133800.0,3.769230769230769,1622.25,1631.65,872.75,986.8,519537.0,166950.0,3989.3617021276596,1089.663120567376
5F3074,11,2015-05-04 22:21:00,126600.0,4.409090909090909,1626.5,1645.85,895.5,994.05,464127.0,122077.0,3760.1832061068703,903.4770992366413
5F3077,11,2015-05-05 01:11:00,124200.0,4.825,1631.0,1634.6,933.5,943.85,402356.0,112978.0,4163.924302788844,967.0478087649402
5F3078,11,2015-05-05 01:58:00,135600.0,4.291666666666667,1616.3333333333333,1630.25,935.0,1015.0,509700.0,145196.0,3941.641577060932,978.2652329749104
5F3079,11,2015-05-05 02:53:00,123600.0,3.03125,1630.5,1641.75,1025.0,1083.5,479460.0,125253.0,3076.0676691729323,883.2218045112782
5F3081,16,2015-05-05 04:35:00,122400.0,4.010416666666667,1633.0,1633.9,1066.0,1072.3,568213.0,143949.0,3136.3703703703704,885.6835016835017
5F3082,16,2015-05-05 06:34:00,142800.0,3.6083333333333334,1617.375,1630.25,1130.25,1232.05,622647.0,143436.0,2993.1644295302012,808.5838926174497
5F3083,11,2015-05-05 07:27:00,126000.0,4.375,1635.0,1644.0,1007.0,1021.4,412965.0,119266.0,3428.9116465863453,1010.5180722891566
5F3084,11,2015-05-05 08:14:00,118800.0,4.525,1660.0,1660.0,1188.0,1188.0,359608.0,106242.0,3593.0382978723405,1038.523404255319
5F3085,11,2015-05-05 09:01:00,121800.0,3.9270833333333335,1632.0,1642.8,979.0,1006.9,478194.0,139919.0,2608.7218309859154,873.1654929577464
5F3086,11,2015-05-05 10:23:00,129000.0,5.625,1604.75,1624.45,827.25,933.5999999999999,425774.0,112225.0,3317.7723577235774,949.2357723577236
5F3087,11,2015-05-05 11:28:00,124800.0,4.8875,1648.0,1648.0,818.0,818.0,337766.0,87267.0,3117.2,721.232
5F3088,16,2015-05-05 12:52:00,119400.0,4.363636363636363,1637.5,1637.95,904.0,905.8,328015.0,83891.0,2891.880165289256,717.103305785124
5F3089,11,2015-05-05 13:22:00,133200.0,3.4,1623.0,1648.7,858.0,981.4,541431.0,151105.0,2315.3133903133903,629.6780626780627
5F3090,14,2015-05-05 14:32:00,121800.0,4.825,1643.3333333333333,1659.8,808.6666666666666,977.8,392985.0,100987.0,1572.4828897338402,677.9733840304183
5F3091,11,2015-05-05 15:29:00,127800.0,4.25,1603.0,1612.0,801.0,824.4,566465.0,144838.0,2074.1042944785277,654.3957055214723
5F3092,11,2015-05-05 17:48:00,137400.0,4.416666666666667,1629.0,1658.5,1099.2857142857142,1371.8999999999999,536396.0,121628.0,3762.8701754385966,744.6350877192982
5F3093,11,2015-05-05 18:38:00,123600.0,4.3977272727272725,1631.0,1661.0,891.6666666666666,1189.75,458842.0,116299.0,3902.078431372549,889.9725490196079
5F3094,12,2015-05-05 19:26:00,126600.0,4.03125,1633.5,1654.25,913.1666666666666,1135.0,555957.0,147857.0,4732.711267605634,960.5528169014085
5F3095,11,2015-05-05 20:15:00,114000.0,3.576923076923077,1655.2,1665.0,1055.0,1179.8,516041.0,116522.0,4764.34456928839,845.5543071161048
5F3096,16,2015-05-05 21:33:00,120000.0,3.2,1643.0,1662.5,986.25,1173.1,493313.0,115755.0,4630.758620689655,847.3486590038315
5F3097,11,2015-05-05 22:07:00,121200.0,3.2,1634.875,1652.15,944.25,1098.6499999999999,561313.0,142513.0,4481.636690647482,910.615107913669
5F3098,18,2015-05-05 23:00:00,128400.0,2.8194444444444446,1615.4,1654.4,829.4,1167.0,519095.0,122032.0,4899.1040892193305,882.6654275092936
5F3099,14,2015-05-05 23:29:00,117000.0,2.801470588235294,1627.5,1649.5,950.5,1171.25,681062.0,208221.0,4652.895061728395,1172.9413580246915
5F3100,11,2015-05-06 00:24:00,102000.0,2.9453125,1636.5714285714287,1666.2,949.5714285714286,1191.8999999999999,490352.0,114205.0,4948.338461538461,843.526923076923
5F3101,16,2015-05-06 01:37:00,115800.0,3.6923076923076925,1632.7142857142858,1666.4,955.8571428571429,1220.3999999999999,462496.0,111847.0,5202.545816733068,932.800796812749
5F3102,11,2015-05-06 01:58:00,120600.0,3.8461538461538463,1612.0,1627.3,634.3333333333334,748.8,424095.0,106278.0,4165.177419354839,935.1048387096774
5F3104,11,2015-05-06 03:32:00,123600.0,2.9779411764705883,1641.111111111111,1667.0,993.2222222222222,1198.1999999999998,614160.0,128126.0,5275.129824561403,816.4561403508771
5F3105,11,2015-05-06 04:24:00,117600.0,3.4375,1645.0,1653.6,913.6666666666666,1223.2,413838.0,98282.0,4384.900826446281,873.3553719008264
5F3106,11,2015-05-06 05:10:00,118200.0,3.109375,1644.3333333333333,1657.5,1082.6666666666667,1191.5,504656.0,102966.0,5105.038022813688,775.722433460076
5F3107,12,2015-05-06 06:14:00,128400.0,3.2109375,1628.5,1637.95,765.0,821.7,501170.0,123272.0,3755.884328358209,860.723880597015
5F3108,15,2015-05-06 07:06:00,121200.0,4.03125,1648.5,1661.55,843.0,878.1,365432.0,87717.0,4087.543103448276,841.8577586206897
5F3109,11,2015-05-06 08:14:00,135600.0,5.275,1638.5,1678.9,945.25,1245.1999999999998,599992.0,148872.0,3760.95390070922,981.854609929078
5F3112,16,2015-05-06 10:50:00,120000.0,4.238636363636363,1637.0,1637.0,948.0,948.0,420805.0,120817.0,3347.876033057851,1088.0206611570247
5F3113,11,2015-05-06 11:54:00,121200.0,5.84375,1616.0,1652.9,923.0,1173.2,492261.0,146195.0,3799.3607843137256,1148.5058823529412
5F3114,16,2015-05-06 12:46:00,119400.0,6.0,1636.0,1636.0,896.0,896.0,440183.0,124180.0,3147.0759493670885,1076.987341772152
5F3115,15,2015-05-06 13:44:00,120000.0,5.333333333333333,1646.0,1646.0,902.0,902.0,454378.0,127020.0,3632.6326530612246,1064.5795918367346
5F3116,15,2015-05-06 14:28:00,65400.0,8.8,1653.25,1665.75,930.5,999.75,375632.0,106057.0,2012.3028571428572,841.0342857142857
5F3117,11,2015-05-06 14:50:00,114600.0,4.45,1665.3333333333333,1686.3,946.0,1022.5,390015.0,111546.0,2472.920704845815,1011.8898678414097
5F3119,11,2015-05-06 17:00:00,111600.0,4.3625,1641.25,1656.75,1090.25,1298.1499999999999,481883.0,127972.0,4175.545816733068,1025.605577689243
5F3120,11,2015-05-06 17:47:00,116400.0,3.8125,1635.3333333333333,1654.6,1005.0,1174.8,481444.0,128349.0,4375.562248995984,1029.5823293172691
5F3121,11,2015-05-06 18:33:00,93000.0,3.352272727272727,1651.6666666666667,1663.0,1117.6666666666667,1255.25,574380.0,164611.0,3541.5051903114186,1008.2491349480969
5F3122,11,2015-05-06 19:32:00,125400.0,4.020833333333333,1626.0,1637.7,902.5,993.85,489877.0,130549.0,3652.3607843137256,1018.0941176470589
5F3125,11,2015-05-06 22:44:00,121140.0,4.0,1632.6666666666667,1657.0,753.3333333333334,818.4,385242.0,111112.0,3012.3,936.9125
5F3126,11,2015-05-06 23:28:00,128400.0,3.798076923076923,1626.3333333333333,1644.4,849.0,929.2,433759.0,119292.0,2960.8185483870966,919.0322580645161
5F3127,13,2015-05-07 00:16:00,120600.0,4.7375,1634.75,1655.25,400.75,565.2,381703.0,123022.0,2968.01646090535,1043.6213991769548
5F3128,16,2015-05-07 01:29:00,100200.0,3.8854166666666665,1643.0,1653.4,699.0,796.8499999999999,427832.0,131929.0,2855.1456692913384,1026.8858267716535
5F3129,11,2015-05-07 02:00:00,124740.0,4.104166666666667,1630.75,1648.45,521.75,612.55,409868.0,129739.0,2855.7913385826773,1021.7401574803149
5F3131,11,2015-05-07 03:19:00,119400.0,3.730769230769231,1637.5,1650.0,726.5,813.25,508816.0,154057.0,2757.8042704626337,954.8362989323844
5F3132,11,2015-05-07 04:17:00,117600.0,4.5125,1637.0,1649.0,976.6,1112.6,518312.0,147687.0,4619.470802919708,1020.2007299270073
5F3135,11,2015-05-07 07:12:00,120000.0,3.9791666666666665,1638.5,1653.35,1027.5,1142.25,491049.0,128069.0,2654.181132075472,851.0037735849056
5F3136,11,2015-05-07 08:28:00,136800.0,3.475,1618.7142857142858,1637.2,840.2857142857143,983.0999999999999,570996.0,154098.0,2682.2097902097903,954.1083916083916
5F3139,11,2015-05-07 11:14:00,122160.0,5.425,1614.6,1634.0,909.6,1088.0,537915.0,125563.0,3546.991341991342,720.9047619047619
