TAP,HEATID,STARTTIME,DURATION,MW,O2_AMOUNT,GAS_AMOUNT,TEMP,VALO2_PPM
11,6F0020,2016-01-01 18:35:00, 00: 29,0.5,515073.0,92637.0,1650.0,1242.0
17,6F0020,2016-01-01 19:04:00, 10: 40,16.0,515073.0,92637.0,1650.0,1242.0
17,6F0020,2016-01-01 18:55:00, 03: 00,11.0,515073.0,92637.0,1650.0,1242.0
17,6F0020,2016-01-01 18:37:00, 13: 20,16.75,515073.0,92637.0,1650.0,1242.0
17,6F0020,2016-01-01 18:36:00, 00: 40,0.75,515073.0,92637.0,1650.0,1242.0
16,6F0020,2016-01-01 19:14:00, 00: 10,0.375,515073.0,92637.0,1650.0,1242.0
13,6F0020,2016-01-01 18:36:00, 00: 10,0.0,515073.0,92637.0,1650.0,1242.0
15,6F0020,2016-01-01 19:14:00, 00: 20,0.625,515073.0,92637.0,1650.0,1242.0
15,6F0020,2016-01-01 18:55:00, 00: 10,0.25,515073.0,92637.0,1650.0,1242.0
14,6F0020,2016-01-01 18:54:00, 00: 10,0.25,515073.0,92637.0,1650.0,1242.0
14,6F0020,2016-01-01 18:36:00, 00: 10,0.25,515073.0,92637.0,1650.0,1242.0
11,6F0020,2016-01-01 18:54:00, 00: 30,0.375,515073.0,92637.0,1650.0,1242.0
12,6F0020,2016-01-01 18:54:00, 00: 10,0.125,515073.0,92637.0,1650.0,1242.0
16,6F0020,2016-01-01 18:36:00, 00: 10,0.25,515073.0,92637.0,1650.0,1242.0
11,6F0021,2016-01-01 19:24:00, 00: 30,0.25,540395.0,97869.0,1634.6666666666667,1157.3333333333333
17,6F0021,2016-01-01 19:43:00, 21: 11,29.375,540395.0,97869.0,1634.6666666666667,1157.3333333333333
17,6F0021,2016-01-01 19:25:00, 13: 59,16.625,540395.0,97869.0,1634.6666666666667,1157.3333333333333
16,6F0021,2016-01-01 19:39:00, 00: 20,0.25,540395.0,97869.0,1634.6666666666667,1157.3333333333333
16,6F0021,2016-01-01 19:25:00, 00: 11,0.125,540395.0,97869.0,1634.6666666666667,1157.3333333333333
15,6F0021,2016-01-01 19:43:00, 00: 10,0.125,540395.0,97869.0,1634.6666666666667,1157.3333333333333
15,6F0021,2016-01-01 19:25:00, 00: 10,0.25,540395.0,97869.0,1634.6666666666667,1157.3333333333333
14,6F0021,2016-01-01 19:43:00, 00: 10,0.375,540395.0,97869.0,1634.6666666666667,1157.3333333333333
13,6F0021,2016-01-01 19:25:00, 00: 10,0.25,540395.0,97869.0,1634.6666666666667,1157.3333333333333
11,6F0021,2016-01-01 19:42:00, 00: 20,0.5,540395.0,97869.0,1634.6666666666667,1157.3333333333333
12,6F0021,2016-01-01 19:25:00, 00: 10,0.25,540395.0,97869.0,1634.6666666666667,1157.3333333333333
12,6F0021,2016-01-01 19:43:00, 00: 10,0.0,540395.0,97869.0,1634.6666666666667,1157.3333333333333
11,6F0022,2016-01-01 20:13:00, 00: 40,0.5,571944.0,132732.0,1628.0,945.0
11,6F0022,2016-01-01 20:31:00, 00: 20,0.25,571944.0,132732.0,1628.0,945.0
12,6F0022,2016-01-01 20:31:00, 00: 10,0.25,571944.0,132732.0,1628.0,945.0
13,6F0022,2016-01-01 20:14:00, 00: 10,0.25,571944.0,132732.0,1628.0,945.0
14,6F0022,2016-01-01 20:14:00, 00: 10,0.25,571944.0,132732.0,1628.0,945.0
14,6F0022,2016-01-01 20:31:00, 00: 10,0.125,571944.0,132732.0,1628.0,945.0
15,6F0022,2016-01-01 20:31:00, 00: 10,0.25,571944.0,132732.0,1628.0,945.0
16,6F0022,2016-01-01 20:14:00, 00: 10,0.25,571944.0,132732.0,1628.0,945.0
17,6F0022,2016-01-01 20:14:00, 13: 40,17.625,571944.0,132732.0,1628.0,945.0
17,6F0022,2016-01-01 20:31:00, 02: 50,3.875,571944.0,132732.0,1628.0,945.0
17,6F0022,2016-01-01 20:45:00, 18: 01,24.625,571944.0,132732.0,1628.0,945.0
11,6F0023,2016-01-01 21:47:00, 00: 30,0.375,600788.0,139049.0,1634.6666666666667,999.0
17,6F0023,2016-01-01 22:35:00, 18: 50,25.5,600788.0,139049.0,1634.6666666666667,999.0
11,6F0023,2016-01-01 22:34:00, 00: 40,0.375,600788.0,139049.0,1634.6666666666667,999.0
12,6F0023,2016-01-01 22:13:00, 00: 10,0.0,600788.0,139049.0,1634.6666666666667,999.0
13,6F0023,2016-01-01 21:47:00, 00: 10,0.25,600788.0,139049.0,1634.6666666666667,999.0
13,6F0023,2016-01-01 22:34:00, 00: 10,0.125,600788.0,139049.0,1634.6666666666667,999.0
14,6F0023,2016-01-01 21:48:00, 00: 11,0.0,600788.0,139049.0,1634.6666666666667,999.0
14,6F0023,2016-01-01 22:13:00, 00: 11,0.25,600788.0,139049.0,1634.6666666666667,999.0
14,6F0023,2016-01-01 22:35:00, 00: 10,0.125,600788.0,139049.0,1634.6666666666667,999.0
15,6F0023,2016-01-01 22:13:00, 00: 10,0.125,600788.0,139049.0,1634.6666666666667,999.0
15,6F0023,2016-01-01 22:35:00, 00: 10,0.125,600788.0,139049.0,1634.6666666666667,999.0
16,6F0023,2016-01-01 21:48:00, 00: 09,0.25,600788.0,139049.0,1634.6666666666667,999.0
17,6F0023,2016-01-01 21:48:00, 01: 11,0.5,600788.0,139049.0,1634.6666666666667,999.0
17,6F0023,2016-01-01 22:13:00, 17: 50,21.125,600788.0,139049.0,1634.6666666666667,999.0
11,6F0023,2016-01-01 22:12:00, 00: 20,0.25,600788.0,139049.0,1634.6666666666667,999.0
11,6F0024,2016-01-01 23:03:00, 00: 30,0.25,685579.0,143197.0,1637.75,775.25
17,6F0024,2016-01-01 23:47:00, 00: 40,0.875,685579.0,143197.0,1637.75,775.25
12,6F0024,2016-01-01 23:24:00, 00: 10,0.25,685579.0,143197.0,1637.75,775.25
13,6F0024,2016-01-01 23:03:00, 00: 10,0.25,685579.0,143197.0,1637.75,775.25
13,6F0024,2016-01-01 23:25:00, 00: 10,0.125,685579.0,143197.0,1637.75,775.25
14,6F0024,2016-01-01 23:03:00, 00: 10,0.375,685579.0,143197.0,1637.75,775.25
15,6F0024,2016-01-01 23:03:00, 00: 10,0.0,685579.0,143197.0,1637.75,775.25
15,6F0024,2016-01-01 23:18:00, 02: 40,3.375,685579.0,143197.0,1637.75,775.25
15,6F0024,2016-01-01 23:25:00, 00: 10,0.25,685579.0,143197.0,1637.75,775.25
16,6F0024,2016-01-01 23:25:00, 00: 10,0.25,685579.0,143197.0,1637.75,775.25
17,6F0024,2016-01-01 23:04:00, 09: 50,10.25,685579.0,143197.0,1637.75,775.25
17,6F0024,2016-01-01 23:14:00, 04: 10,5.0,685579.0,143197.0,1637.75,775.25
17,6F0024,2016-01-01 23:25:00, 19: 21,27.25,685579.0,143197.0,1637.75,775.25
17,6F0024,2016-01-01 23:45:00, 00: 30,0.625,685579.0,143197.0,1637.75,775.25
11,6F0024,2016-01-01 23:24:00, 00: 30,0.375,685579.0,143197.0,1637.75,775.25
11,6F0025,2016-01-02 00:10:00, 00: 40,0.375,633947.0,151251.0,1609.6666666666667,849.0
17,6F0025,2016-01-02 00:50:00, 09: 01,13.75,633947.0,151251.0,1609.6666666666667,849.0
11,6F0025,2016-01-02 00:50:00, 00: 10,0.375,633947.0,151251.0,1609.6666666666667,849.0
12,6F0025,2016-01-02 00:31:00, 00: 10,0.25,633947.0,151251.0,1609.6666666666667,849.0
12,6F0025,2016-01-02 00:50:00, 00: 10,0.125,633947.0,151251.0,1609.6666666666667,849.0
13,6F0025,2016-01-02 00:10:00, 00: 10,0.25,633947.0,151251.0,1609.6666666666667,849.0
14,6F0025,2016-01-02 00:11:00, 00: 10,0.25,633947.0,151251.0,1609.6666666666667,849.0
14,6F0025,2016-01-02 00:31:00, 00: 10,0.25,633947.0,151251.0,1609.6666666666667,849.0
14,6F0025,2016-01-02 00:50:00, 00: 10,0.375,633947.0,151251.0,1609.6666666666667,849.0
15,6F0025,2016-01-02 00:24:00, 02: 30,3.5,633947.0,151251.0,1609.6666666666667,849.0
15,6F0025,2016-01-02 00:31:00, 00: 10,0.125,633947.0,151251.0,1609.6666666666667,849.0
15,6F0025,2016-01-02 00:50:00, 00: 10,0.25,633947.0,151251.0,1609.6666666666667,849.0
16,6F0025,2016-01-02 00:11:00, 00: 10,0.125,633947.0,151251.0,1609.6666666666667,849.0
16,6F0025,2016-01-02 00:23:00, 00: 10,0.375,633947.0,151251.0,1609.6666666666667,849.0
17,6F0025,2016-01-02 00:11:00, 12: 31,15.125,633947.0,151251.0,1609.6666666666667,849.0
17,6F0025,2016-01-02 00:31:00, 10: 00,13.75,633947.0,151251.0,1609.6666666666667,849.0
11,6F0025,2016-01-02 00:30:00, 00: 30,0.25,633947.0,151251.0,1609.6666666666667,849.0
11,6F0026,2016-01-02 01:08:00, 00: 20,0.5,562108.0,117825.0,1641.0,995.0
11,6F0026,2016-01-02 01:28:00, 00: 30,0.375,562108.0,117825.0,1641.0,995.0
12,6F0026,2016-01-02 01:08:00, 00: 10,0.125,562108.0,117825.0,1641.0,995.0
12,6F0026,2016-01-02 01:28:00, 00: 10,0.375,562108.0,117825.0,1641.0,995.0
13,6F0026,2016-01-02 01:08:00, 00: 10,0.375,562108.0,117825.0,1641.0,995.0
17,6F0026,2016-01-02 01:29:00, 20: 31,28.625,562108.0,117825.0,1641.0,995.0
15,6F0026,2016-01-02 01:08:00, 00: 10,0.0,562108.0,117825.0,1641.0,995.0
15,6F0026,2016-01-02 01:28:00, 00: 10,0.25,562108.0,117825.0,1641.0,995.0
16,6F0026,2016-01-02 01:09:00, 00: 10,0.375,562108.0,117825.0,1641.0,995.0
17,6F0026,2016-01-02 01:09:00, 13: 11,17.75,562108.0,117825.0,1641.0,995.0
14,6F0026,2016-01-02 01:28:00, 00: 10,0.0,562108.0,117825.0,1641.0,995.0
17,6F0027,2016-01-02 02:01:00, 13: 51,18.875,495674.0,110665.0,1632.0,955.5
17,6F0027,2016-01-02 02:19:00, 19: 21,28.0,495674.0,110665.0,1632.0,955.5
11,6F0027,2016-01-02 02:00:00, 00: 30,0.25,495674.0,110665.0,1632.0,955.5
11,6F0027,2016-01-02 02:18:00, 00: 20,0.375,495674.0,110665.0,1632.0,955.5
12,6F0027,2016-01-02 02:01:00, 00: 10,0.25,495674.0,110665.0,1632.0,955.5
16,6F0027,2016-01-02 02:01:00, 00: 10,0.375,495674.0,110665.0,1632.0,955.5
14,6F0027,2016-01-02 02:01:00, 00: 10,0.125,495674.0,110665.0,1632.0,955.5
14,6F0027,2016-01-02 02:19:00, 00: 10,0.25,495674.0,110665.0,1632.0,955.5
15,6F0027,2016-01-02 02:01:00, 00: 10,0.125,495674.0,110665.0,1632.0,955.5
15,6F0027,2016-01-02 02:19:00, 00: 10,0.125,495674.0,110665.0,1632.0,955.5
12,6F0027,2016-01-02 02:18:00, 00: 10,0.25,495674.0,110665.0,1632.0,955.5
11,6F0028,2016-01-02 02:48:00, 00: 30,0.375,537832.0,101487.0,1639.4,990.6
11,6F0028,2016-01-02 03:05:00, 00: 10,0.375,537832.0,101487.0,1639.4,990.6
12,6F0028,2016-01-02 03:06:00, 00: 20,0.375,537832.0,101487.0,1639.4,990.6
13,6F0028,2016-01-02 02:49:00, 00: 10,0.375,537832.0,101487.0,1639.4,990.6
14,6F0028,2016-01-02 02:49:00, 00: 10,0.25,537832.0,101487.0,1639.4,990.6
14,6F0028,2016-01-02 03:06:00, 00: 10,0.25,537832.0,101487.0,1639.4,990.6
17,6F0028,2016-01-02 03:27:00, 00: 30,0.375,537832.0,101487.0,1639.4,990.6
16,6F0028,2016-01-02 03:06:00, 00: 10,0.375,537832.0,101487.0,1639.4,990.6
17,6F0028,2016-01-02 02:49:00, 06: 41,8.75,537832.0,101487.0,1639.4,990.6
17,6F0028,2016-01-02 02:56:00, 07: 00,9.875,537832.0,101487.0,1639.4,990.6
17,6F0028,2016-01-02 03:06:00, 18: 31,26.625,537832.0,101487.0,1639.4,990.6
17,6F0028,2016-01-02 03:26:00, 00: 40,1.0,537832.0,101487.0,1639.4,990.6
16,6F0028,2016-01-02 02:49:00, 00: 10,0.25,537832.0,101487.0,1639.4,990.6
11,6F0029,2016-01-02 03:36:00, 00: 20,0.25,452363.0,97961.0,1632.5,869.0
11,6F0029,2016-01-02 03:53:00, 00: 19,0.5,452363.0,97961.0,1632.5,869.0
12,6F0029,2016-01-02 03:37:00, 00: 10,0.125,452363.0,97961.0,1632.5,869.0
13,6F0029,2016-01-02 03:37:00, 00: 10,0.125,452363.0,97961.0,1632.5,869.0
17,6F0029,2016-01-02 03:54:00, 20: 11,28.75,452363.0,97961.0,1632.5,869.0
15,6F0029,2016-01-02 03:37:00, 00: 10,0.25,452363.0,97961.0,1632.5,869.0
15,6F0029,2016-01-02 03:54:00, 00: 10,0.375,452363.0,97961.0,1632.5,869.0
16,6F0029,2016-01-02 03:37:00, 00: 10,0.25,452363.0,97961.0,1632.5,869.0
17,6F0029,2016-01-02 03:37:00, 13: 11,18.5,452363.0,97961.0,1632.5,869.0
14,6F0029,2016-01-02 03:53:00, 00: 10,0.125,452363.0,97961.0,1632.5,869.0
11,6F0030,2016-01-02 04:22:00, 00: 30,0.25,526747.0,136875.0,1625.0,903.3333333333334
11,6F0030,2016-01-02 04:41:00, 00: 20,0.375,526747.0,136875.0,1625.0,903.3333333333334
12,6F0030,2016-01-02 04:23:00, 00: 10,0.375,526747.0,136875.0,1625.0,903.3333333333334
12,6F0030,2016-01-02 04:41:00, 00: 10,0.375,526747.0,136875.0,1625.0,903.3333333333334
14,6F0030,2016-01-02 04:23:00, 00: 10,0.0,526747.0,136875.0,1625.0,903.3333333333334
17,6F0030,2016-01-02 04:42:00, 19: 40,29.25,526747.0,136875.0,1625.0,903.3333333333334
15,6F0030,2016-01-02 04:23:00, 00: 10,0.25,526747.0,136875.0,1625.0,903.3333333333334
15,6F0030,2016-01-02 04:36:00, 02: 10,3.0,526747.0,136875.0,1625.0,903.3333333333334
15,6F0030,2016-01-02 04:41:00, 00: 10,0.25,526747.0,136875.0,1625.0,903.3333333333334
16,6F0030,2016-01-02 04:36:00, 00: 10,0.25,526747.0,136875.0,1625.0,903.3333333333334
17,6F0030,2016-01-02 04:23:00, 12: 51,15.375,526747.0,136875.0,1625.0,903.3333333333334
14,6F0030,2016-01-02 04:41:00, 00: 10,0.125,526747.0,136875.0,1625.0,903.3333333333334
11,6F0031,2016-01-02 05:11:00, 00: 20,0.375,545087.0,145446.0,1636.5,790.5
11,6F0031,2016-01-02 05:24:00, 00: 30,0.5,545087.0,145446.0,1636.5,790.5
12,6F0031,2016-01-02 05:11:00, 00: 10,0.125,545087.0,145446.0,1636.5,790.5
13,6F0031,2016-01-02 05:11:00, 00: 10,0.25,545087.0,145446.0,1636.5,790.5
13,6F0031,2016-01-02 05:24:00, 00: 10,0.125,545087.0,145446.0,1636.5,790.5
14,6F0031,2016-01-02 05:12:00, 00: 10,0.25,545087.0,145446.0,1636.5,790.5
17,6F0031,2016-01-02 05:34:00, 18: 51,28.0,545087.0,145446.0,1636.5,790.5
16,6F0031,2016-01-02 05:12:00, 00: 10,0.25,545087.0,145446.0,1636.5,790.5
16,6F0031,2016-01-02 05:25:00, 00: 09,0.375,545087.0,145446.0,1636.5,790.5
16,6F0031,2016-01-02 05:34:00, 00: 10,0.25,545087.0,145446.0,1636.5,790.5
17,6F0031,2016-01-02 05:12:00, 07: 00,10.0,545087.0,145446.0,1636.5,790.5
17,6F0031,2016-01-02 05:25:00, 05: 11,7.75,545087.0,145446.0,1636.5,790.5
17,6F0031,2016-01-02 05:33:00, 00: 10,0.25,545087.0,145446.0,1636.5,790.5
15,6F0031,2016-01-02 05:24:00, 00: 11,0.125,545087.0,145446.0,1636.5,790.5
17,6F0032,2016-01-02 06:13:00, 04: 30,7.125,571027.0,101763.0,1634.0,775.0
17,6F0032,2016-01-02 06:02:00, 07: 30,9.375,571027.0,101763.0,1634.0,775.0
11,6F0032,2016-01-02 06:01:00, 00: 30,0.375,571027.0,101763.0,1634.0,775.0
11,6F0032,2016-01-02 06:21:00, 00: 20,0.375,571027.0,101763.0,1634.0,775.0
12,6F0032,2016-01-02 06:21:00, 00: 10,0.125,571027.0,101763.0,1634.0,775.0
13,6F0032,2016-01-02 06:01:00, 00: 10,0.25,571027.0,101763.0,1634.0,775.0
13,6F0032,2016-01-02 06:12:00, 01: 30,1.75,571027.0,101763.0,1634.0,775.0
13,6F0032,2016-01-02 06:21:00, 00: 10,0.25,571027.0,101763.0,1634.0,775.0
14,6F0032,2016-01-02 06:02:00, 00: 10,0.125,571027.0,101763.0,1634.0,775.0
15,6F0032,2016-01-02 06:13:00, 00: 10,0.25,571027.0,101763.0,1634.0,775.0
15,6F0032,2016-01-02 06:21:00, 00: 10,0.25,571027.0,101763.0,1634.0,775.0
16,6F0032,2016-01-02 06:02:00, 00: 10,0.375,571027.0,101763.0,1634.0,775.0
16,6F0032,2016-01-02 06:13:00, 00: 10,0.125,571027.0,101763.0,1634.0,775.0
16,6F0032,2016-01-02 06:21:00, 00: 11,0.375,571027.0,101763.0,1634.0,775.0
17,6F0032,2016-01-02 06:22:00, 19: 20,28.0,571027.0,101763.0,1634.0,775.0
11,6F0033,2016-01-02 06:50:00, 00: 40,0.5,562652.0,101405.0,1620.75,925.0
11,6F0033,2016-01-02 07:07:00, 00: 30,0.375,562652.0,101405.0,1620.75,925.0
12,6F0033,2016-01-02 07:08:00, 00: 10,0.25,562652.0,101405.0,1620.75,925.0
13,6F0033,2016-01-02 06:51:00, 00: 10,0.125,562652.0,101405.0,1620.75,925.0
14,6F0033,2016-01-02 06:51:00, 00: 10,0.25,562652.0,101405.0,1620.75,925.0
17,6F0033,2016-01-02 07:29:00, 00: 50,1.25,562652.0,101405.0,1620.75,925.0
15,6F0033,2016-01-02 07:08:00, 00: 10,0.375,562652.0,101405.0,1620.75,925.0
16,6F0033,2016-01-02 06:51:00, 00: 10,0.5,562652.0,101405.0,1620.75,925.0
17,6F0033,2016-01-02 06:51:00, 13: 31,18.75,562652.0,101405.0,1620.75,925.0
17,6F0033,2016-01-02 07:08:00, 20: 11,28.625,562652.0,101405.0,1620.75,925.0
14,6F0033,2016-01-02 07:08:00, 00: 10,0.0,562652.0,101405.0,1620.75,925.0
11,6F0034,2016-01-02 07:40:00, 00: 30,0.375,541663.0,98457.0,1629.5,904.5
11,6F0034,2016-01-02 07:58:00, 00: 31,0.625,541663.0,98457.0,1629.5,904.5
12,6F0034,2016-01-02 07:41:00, 00: 10,0.25,541663.0,98457.0,1629.5,904.5
14,6F0034,2016-01-02 07:41:00, 00: 10,0.125,541663.0,98457.0,1629.5,904.5
17,6F0034,2016-01-02 08:07:00, 15: 41,23.5,541663.0,98457.0,1629.5,904.5
15,6F0034,2016-01-02 07:41:00, 00: 10,0.25,541663.0,98457.0,1629.5,904.5
17,6F0034,2016-01-02 07:41:00, 13: 10,19.0,541663.0,98457.0,1629.5,904.5
17,6F0034,2016-01-02 07:59:00, 02: 30,3.0,541663.0,98457.0,1629.5,904.5
14,6F0034,2016-01-02 07:58:00, 00: 20,0.5,541663.0,98457.0,1629.5,904.5
11,6F0035,2016-01-02 08:30:00, 00: 10,0.375,551360.0,133617.0,1638.0,982.5
11,6F0035,2016-01-02 08:50:00, 00: 10,0.0,551360.0,133617.0,1638.0,982.5
12,6F0035,2016-01-02 08:50:00, 00: 10,0.375,551360.0,133617.0,1638.0,982.5
13,6F0035,2016-01-02 08:30:00, 00: 10,0.125,551360.0,133617.0,1638.0,982.5
13,6F0035,2016-01-02 08:50:00, 00: 10,0.125,551360.0,133617.0,1638.0,982.5
14,6F0035,2016-01-02 08:31:00, 00: 10,0.25,551360.0,133617.0,1638.0,982.5
17,6F0035,2016-01-02 08:59:00, 15: 10,22.125,551360.0,133617.0,1638.0,982.5
16,6F0035,2016-01-02 08:31:00, 00: 10,0.125,551360.0,133617.0,1638.0,982.5
16,6F0035,2016-01-02 08:51:00, 00: 10,0.375,551360.0,133617.0,1638.0,982.5
17,6F0035,2016-01-02 08:31:00, 07: 51,8.125,551360.0,133617.0,1638.0,982.5
17,6F0035,2016-01-02 08:39:00, 08: 20,10.5,551360.0,133617.0,1638.0,982.5
17,6F0035,2016-01-02 08:51:00, 03: 30,4.0,551360.0,133617.0,1638.0,982.5
14,6F0035,2016-01-02 08:51:00, 00: 10,0.125,551360.0,133617.0,1638.0,982.5
11,6F0036,2016-01-02 09:21:00, 00: 10,0.25,691762.0,148063.0,1607.75,782.625
11,6F0036,2016-01-02 09:40:00, 00: 10,0.0,691762.0,148063.0,1607.75,782.625
12,6F0036,2016-01-02 09:21:00, 00: 10,0.125,691762.0,148063.0,1607.75,782.625
12,6F0036,2016-01-02 09:40:00, 00: 10,0.25,691762.0,148063.0,1607.75,782.625
13,6F0036,2016-01-02 09:22:00, 00: 10,0.25,691762.0,148063.0,1607.75,782.625
14,6F0036,2016-01-02 09:40:00, 00: 10,0.0,691762.0,148063.0,1607.75,782.625
17,6F0036,2016-01-02 10:08:00, 00: 30,0.875,691762.0,148063.0,1607.75,782.625
15,6F0036,2016-01-02 09:40:00, 00: 10,0.25,691762.0,148063.0,1607.75,782.625
16,6F0036,2016-01-02 09:22:00, 00: 10,0.125,691762.0,148063.0,1607.75,782.625
17,6F0036,2016-01-02 09:22:00, 15: 00,18.875,691762.0,148063.0,1607.75,782.625
17,6F0036,2016-01-02 09:41:00, 03: 40,4.5,691762.0,148063.0,1607.75,782.625
17,6F0036,2016-01-02 09:48:00, 18: 31,27.0,691762.0,148063.0,1607.75,782.625
17,6F0036,2016-01-02 10:07:00, 00: 40,1.0,691762.0,148063.0,1607.75,782.625
15,6F0036,2016-01-02 09:22:00, 00: 10,0.25,691762.0,148063.0,1607.75,782.625
11,6F0037,2016-01-02 10:37:00, 00: 20,0.25,668553.0,164856.0,1633.5,818.6666666666666
12,6F0037,2016-01-02 10:17:00, 00: 10,0.25,668553.0,164856.0,1633.5,818.6666666666666
12,6F0037,2016-01-02 10:38:00, 00: 10,0.25,668553.0,164856.0,1633.5,818.6666666666666
13,6F0037,2016-01-02 10:38:00, 00: 10,0.25,668553.0,164856.0,1633.5,818.6666666666666
14,6F0037,2016-01-02 10:17:00, 00: 10,0.25,668553.0,164856.0,1633.5,818.6666666666666
15,6F0037,2016-01-02 10:18:00, 00: 10,0.125,668553.0,164856.0,1633.5,818.6666666666666
15,6F0037,2016-01-02 10:38:00, 00: 10,0.25,668553.0,164856.0,1633.5,818.6666666666666
16,6F0037,2016-01-02 10:38:00, 00: 10,0.125,668553.0,164856.0,1633.5,818.6666666666666
17,6F0037,2016-01-02 10:18:00, 05: 30,7.375,668553.0,164856.0,1633.5,818.6666666666666
17,6F0037,2016-01-02 10:28:00, 06: 51,9.75,668553.0,164856.0,1633.5,818.6666666666666
17,6F0037,2016-01-02 10:38:00, 04: 20,5.875,668553.0,164856.0,1633.5,818.6666666666666
17,6F0037,2016-01-02 10:46:00, 11: 41,18.0,668553.0,164856.0,1633.5,818.6666666666666
11,6F0037,2016-01-02 10:17:00, 00: 30,0.375,668553.0,164856.0,1633.5,818.6666666666666
11,6F0038,2016-01-02 11:11:00, 00: 30,0.375,500279.0,87213.0,1672.0,1392.0
11,6F0038,2016-01-02 11:30:00, 00: 30,0.375,500279.0,87213.0,1672.0,1392.0
17,6F0038,2016-01-02 11:46:00, 07: 00,10.875,500279.0,87213.0,1672.0,1392.0
17,6F0038,2016-01-02 11:39:00, 07: 40,11.75,500279.0,87213.0,1672.0,1392.0
17,6F0038,2016-01-02 11:32:00, 03: 50,5.0,500279.0,87213.0,1672.0,1392.0
17,6F0038,2016-01-02 11:12:00, 12: 31,17.0,500279.0,87213.0,1672.0,1392.0
16,6F0038,2016-01-02 11:31:00, 00: 10,0.25,500279.0,87213.0,1672.0,1392.0
15,6F0038,2016-01-02 11:31:00, 00: 10,0.125,500279.0,87213.0,1672.0,1392.0
15,6F0038,2016-01-02 11:12:00, 00: 10,0.125,500279.0,87213.0,1672.0,1392.0
14,6F0038,2016-01-02 11:12:00, 00: 10,0.25,500279.0,87213.0,1672.0,1392.0
13,6F0038,2016-01-02 11:31:00, 00: 10,0.375,500279.0,87213.0,1672.0,1392.0
12,6F0038,2016-01-02 11:31:00, 00: 10,0.125,500279.0,87213.0,1672.0,1392.0
12,6F0038,2016-01-02 11:12:00, 00: 10,0.25,500279.0,87213.0,1672.0,1392.0
17,6F0040,2016-01-02 13:17:00, 10: 31,16.0,470959.0,96545.0,1627.3333333333333,771.6666666666666
17,6F0040,2016-01-02 13:08:00, 03: 50,5.375,470959.0,96545.0,1627.3333333333333,771.6666666666666
17,6F0040,2016-01-02 13:28:00, 00: 30,0.5,470959.0,96545.0,1627.3333333333333,771.6666666666666
17,6F0040,2016-01-02 12:53:00, 11: 51,16.0,470959.0,96545.0,1627.3333333333333,771.6666666666666
16,6F0040,2016-01-02 13:08:00, 00: 10,0.375,470959.0,96545.0,1627.3333333333333,771.6666666666666
15,6F0040,2016-01-02 13:08:00, 00: 10,0.25,470959.0,96545.0,1627.3333333333333,771.6666666666666
15,6F0040,2016-01-02 12:53:00, 00: 10,0.125,470959.0,96545.0,1627.3333333333333,771.6666666666666
14,6F0040,2016-01-02 12:52:00, 00: 10,0.25,470959.0,96545.0,1627.3333333333333,771.6666666666666
13,6F0040,2016-01-02 13:08:00, 00: 10,0.25,470959.0,96545.0,1627.3333333333333,771.6666666666666
13,6F0040,2016-01-02 12:52:00, 00: 10,0.125,470959.0,96545.0,1627.3333333333333,771.6666666666666
12,6F0040,2016-01-02 13:08:00, 00: 10,0.125,470959.0,96545.0,1627.3333333333333,771.6666666666666
11,6F0040,2016-01-02 12:52:00, 00: 20,0.5,470959.0,96545.0,1627.3333333333333,771.6666666666666
17,6F0041,2016-01-02 13:40:00, 10: 50,12.875,558874.0,140246.0,1649.5,1009.0
11,6F0041,2016-01-02 13:39:00, 00: 30,0.375,558874.0,140246.0,1649.5,1009.0
17,6F0041,2016-01-02 14:07:00, 11: 31,17.625,558874.0,140246.0,1649.5,1009.0
17,6F0041,2016-01-02 13:57:00, 06: 00,8.125,558874.0,140246.0,1649.5,1009.0
11,6F0041,2016-01-02 13:56:00, 00: 10,0.25,558874.0,140246.0,1649.5,1009.0
12,6F0041,2016-01-02 13:40:00, 00: 10,0.25,558874.0,140246.0,1649.5,1009.0
12,6F0041,2016-01-02 13:57:00, 00: 10,0.125,558874.0,140246.0,1649.5,1009.0
13,6F0041,2016-01-02 13:40:00, 00: 10,0.0,558874.0,140246.0,1649.5,1009.0
13,6F0041,2016-01-02 13:57:00, 00: 10,0.25,558874.0,140246.0,1649.5,1009.0
15,6F0041,2016-01-02 13:40:00, 00: 10,0.25,558874.0,140246.0,1649.5,1009.0
15,6F0041,2016-01-02 13:57:00, 00: 10,0.25,558874.0,140246.0,1649.5,1009.0
16,6F0041,2016-01-02 13:40:00, 00: 10,0.125,558874.0,140246.0,1649.5,1009.0
16,6F0041,2016-01-02 13:57:00, 00: 10,0.25,558874.0,140246.0,1649.5,1009.0
17,6F0042,2016-01-02 14:53:00, 03: 50,5.0,640516.0,118446.0,1636.0,990.0
17,6F0042,2016-01-02 15:05:00, 09: 31,14.625,640516.0,118446.0,1636.0,990.0
17,6F0042,2016-01-02 14:37:00, 11: 51,15.875,640516.0,118446.0,1636.0,990.0
16,6F0042,2016-01-02 14:37:00, 00: 10,0.25,640516.0,118446.0,1636.0,990.0
15,6F0042,2016-01-02 14:53:00, 00: 10,0.125,640516.0,118446.0,1636.0,990.0
11,6F0042,2016-01-02 14:37:00, 00: 10,0.375,640516.0,118446.0,1636.0,990.0
