TAP,HEATID,STARTTIME,DURATION,MW,O2_AMOUNT,GAS_AMOUNT,TEMP,VALO2_PPM
16,6F0065,2016-01-03 11:07:00, 00: 10,0.0,878657.0,151500.0,1620.6666666666667,950.3333333333334
16,6F0065,2016-01-03 11:24:00, 00: 10,0.375,878657.0,151500.0,1620.6666666666667,950.3333333333334
16,6F0065,2016-01-03 11:44:00, 05: 21,7.75,878657.0,151500.0,1620.6666666666667,950.3333333333334
16,6F0065,2016-01-03 11:57:00, 00: 20,0.625,878657.0,151500.0,1620.6666666666667,950.3333333333334
17,6F0065,2016-01-03 11:07:00, 13: 41,18.125,878657.0,151500.0,1620.6666666666667,950.3333333333334
17,6F0065,2016-01-03 11:24:00, 01: 41,1.875,878657.0,151500.0,1620.6666666666667,950.3333333333334
14,6F0065,2016-01-03 11:24:00, 00: 10,0.125,878657.0,151500.0,1620.6666666666667,950.3333333333334
17,6F0066,2016-01-03 12:07:00, 13: 31,16.875,606803.0,126808.0,1605.5,803.0
17,6F0066,2016-01-03 12:31:00, 02: 20,2.875,606803.0,126808.0,1605.5,803.0
17,6F0066,2016-01-03 12:43:00, 11: 31,17.125,606803.0,126808.0,1605.5,803.0
17,6F0066,2016-01-03 12:55:00, 00: 30,0.625,606803.0,126808.0,1605.5,803.0
17,6F0066,2016-01-03 12:56:00, 00: 20,0.5,606803.0,126808.0,1605.5,803.0
11,6F0066,2016-01-03 12:06:00, 00: 30,0.25,606803.0,126808.0,1605.5,803.0
16,6F0066,2016-01-03 12:07:00, 00: 10,0.125,606803.0,126808.0,1605.5,803.0
12,6F0066,2016-01-03 12:06:00, 00: 10,0.375,606803.0,126808.0,1605.5,803.0
12,6F0066,2016-01-03 12:26:00, 00: 20,0.25,606803.0,126808.0,1605.5,803.0
13,6F0066,2016-01-03 12:07:00, 00: 10,0.0,606803.0,126808.0,1605.5,803.0
14,6F0066,2016-01-03 12:26:00, 00: 10,0.25,606803.0,126808.0,1605.5,803.0
15,6F0066,2016-01-03 12:07:00, 00: 10,0.25,606803.0,126808.0,1605.5,803.0
15,6F0066,2016-01-03 12:26:00, 00: 10,0.375,606803.0,126808.0,1605.5,803.0
11,6F0066,2016-01-03 12:25:00, 00: 20,0.25,606803.0,126808.0,1605.5,803.0
11,6F0067,2016-01-03 13:07:00, 00: 30,0.5,559356.0,99756.0,1607.5,1018.5
11,6F0067,2016-01-03 13:22:00, 00: 20,0.375,559356.0,99756.0,1607.5,1018.5
12,6F0067,2016-01-03 13:22:00, 00: 20,0.125,559356.0,99756.0,1607.5,1018.5
13,6F0067,2016-01-03 13:07:00, 00: 10,0.125,559356.0,99756.0,1607.5,1018.5
13,6F0067,2016-01-03 13:22:00, 00: 10,0.5,559356.0,99756.0,1607.5,1018.5
14,6F0067,2016-01-03 13:07:00, 00: 10,0.25,559356.0,99756.0,1607.5,1018.5
17,6F0067,2016-01-03 13:26:00, 14: 50,18.375,559356.0,99756.0,1607.5,1018.5
16,6F0067,2016-01-03 13:23:00, 00: 20,0.25,559356.0,99756.0,1607.5,1018.5
16,6F0067,2016-01-03 13:41:00, 01: 20,2.0,559356.0,99756.0,1607.5,1018.5
16,6F0067,2016-01-03 13:43:00, 01: 10,1.875,559356.0,99756.0,1607.5,1018.5
16,6F0067,2016-01-03 13:45:00, 00: 40,0.875,559356.0,99756.0,1607.5,1018.5
17,6F0067,2016-01-03 13:08:00, 11: 11,14.875,559356.0,99756.0,1607.5,1018.5
17,6F0067,2016-01-03 13:23:00, 01: 50,2.125,559356.0,99756.0,1607.5,1018.5
16,6F0067,2016-01-03 13:07:00, 00: 10,0.125,559356.0,99756.0,1607.5,1018.5
11,6F0068,2016-01-03 13:55:00, 00: 29,0.375,721076.0,105605.0,1611.6,983.4
17,6F0068,2016-01-03 14:39:00, 00: 50,1.25,721076.0,105605.0,1611.6,983.4
12,6F0068,2016-01-03 13:56:00, 00: 10,0.25,721076.0,105605.0,1611.6,983.4
13,6F0068,2016-01-03 13:56:00, 00: 10,0.0,721076.0,105605.0,1611.6,983.4
13,6F0068,2016-01-03 14:15:00, 00: 10,0.0,721076.0,105605.0,1611.6,983.4
14,6F0068,2016-01-03 14:15:00, 00: 10,0.375,721076.0,105605.0,1611.6,983.4
15,6F0068,2016-01-03 13:56:00, 00: 10,0.375,721076.0,105605.0,1611.6,983.4
16,6F0068,2016-01-03 13:56:00, 00: 10,0.0,721076.0,105605.0,1611.6,983.4
16,6F0068,2016-01-03 14:15:00, 00: 10,0.125,721076.0,105605.0,1611.6,983.4
17,6F0068,2016-01-03 13:56:00, 09: 11,10.75,721076.0,105605.0,1611.6,983.4
17,6F0068,2016-01-03 14:07:00, 04: 01,5.875,721076.0,105605.0,1611.6,983.4
17,6F0068,2016-01-03 14:15:00, 04: 50,5.875,721076.0,105605.0,1611.6,983.4
17,6F0068,2016-01-03 14:23:00, 13: 00,18.5,721076.0,105605.0,1611.6,983.4
17,6F0068,2016-01-03 14:37:00, 00: 30,0.75,721076.0,105605.0,1611.6,983.4
11,6F0068,2016-01-03 14:14:00, 00: 30,0.5,721076.0,105605.0,1611.6,983.4
11,6F0069,2016-01-03 14:48:00, 00: 10,0.25,656668.0,138224.0,1612.3333333333333,1148.0
11,6F0069,2016-01-03 14:49:00, 00: 10,0.0,656668.0,138224.0,1612.3333333333333,1148.0
11,6F0069,2016-01-03 15:06:00, 00: 20,0.25,656668.0,138224.0,1612.3333333333333,1148.0
12,6F0069,2016-01-03 15:06:00, 00: 10,0.375,656668.0,138224.0,1612.3333333333333,1148.0
13,6F0069,2016-01-03 14:49:00, 00: 10,0.25,656668.0,138224.0,1612.3333333333333,1148.0
14,6F0069,2016-01-03 14:49:00, 00: 10,0.125,656668.0,138224.0,1612.3333333333333,1148.0
17,6F0069,2016-01-03 15:15:00, 14: 01,19.875,656668.0,138224.0,1612.3333333333333,1148.0
15,6F0069,2016-01-03 15:06:00, 00: 10,0.125,656668.0,138224.0,1612.3333333333333,1148.0
16,6F0069,2016-01-03 14:49:00, 00: 10,0.25,656668.0,138224.0,1612.3333333333333,1148.0
16,6F0069,2016-01-03 15:29:00, 02: 30,3.875,656668.0,138224.0,1612.3333333333333,1148.0
16,6F0069,2016-01-03 15:33:00, 00: 59,1.125,656668.0,138224.0,1612.3333333333333,1148.0
17,6F0069,2016-01-03 14:50:00, 13: 01,16.0,656668.0,138224.0,1612.3333333333333,1148.0
17,6F0069,2016-01-03 15:06:00, 01: 00,1.375,656668.0,138224.0,1612.3333333333333,1148.0
14,6F0069,2016-01-03 15:06:00, 00: 10,0.25,656668.0,138224.0,1612.3333333333333,1148.0
11,6F0070,2016-01-03 15:42:00, 00: 10,0.375,817984.0,118930.0,1618.2,1091.8
17,6F0070,2016-01-03 16:17:00, 09: 30,13.5,817984.0,118930.0,1618.2,1091.8
13,6F0070,2016-01-03 15:42:00, 00: 10,0.125,817984.0,118930.0,1618.2,1091.8
13,6F0070,2016-01-03 16:04:00, 00: 10,0.25,817984.0,118930.0,1618.2,1091.8
14,6F0070,2016-01-03 15:43:00, 00: 10,0.125,817984.0,118930.0,1618.2,1091.8
14,6F0070,2016-01-03 16:04:00, 00: 10,0.25,817984.0,118930.0,1618.2,1091.8
16,6F0070,2016-01-03 15:43:00, 00: 10,0.375,817984.0,118930.0,1618.2,1091.8
16,6F0070,2016-01-03 16:04:00, 00: 10,0.125,817984.0,118930.0,1618.2,1091.8
16,6F0070,2016-01-03 16:26:00, 04: 11,6.25,817984.0,118930.0,1618.2,1091.8
16,6F0070,2016-01-03 16:31:00, 00: 50,1.25,817984.0,118930.0,1618.2,1091.8
16,6F0070,2016-01-03 16:32:00, 01: 50,2.625,817984.0,118930.0,1618.2,1091.8
16,6F0070,2016-01-03 16:37:00, 00: 10,0.25,817984.0,118930.0,1618.2,1091.8
17,6F0070,2016-01-03 15:43:00, 13: 21,16.5,817984.0,118930.0,1618.2,1091.8
17,6F0070,2016-01-03 16:04:00, 03: 50,4.5,817984.0,118930.0,1618.2,1091.8
11,6F0070,2016-01-03 16:03:00, 00: 20,0.375,817984.0,118930.0,1618.2,1091.8
11,6F0071,2016-01-03 16:45:00, 00: 40,0.5,796371.0,130404.0,1612.4,1111.6
11,6F0071,2016-01-03 17:24:00, 00: 20,0.25,796371.0,130404.0,1612.4,1111.6
13,6F0071,2016-01-03 16:45:00, 00: 10,0.125,796371.0,130404.0,1612.4,1111.6
13,6F0071,2016-01-03 17:24:00, 00: 10,0.0,796371.0,130404.0,1612.4,1111.6
14,6F0071,2016-01-03 16:45:00, 00: 10,0.375,796371.0,130404.0,1612.4,1111.6
14,6F0071,2016-01-03 17:24:00, 00: 10,0.375,796371.0,130404.0,1612.4,1111.6
17,6F0071,2016-01-03 17:24:00, 19: 20,23.625,796371.0,130404.0,1612.4,1111.6
16,6F0071,2016-01-03 17:24:00, 00: 10,0.125,796371.0,130404.0,1612.4,1111.6
16,6F0071,2016-01-03 17:44:00, 01: 50,2.875,796371.0,130404.0,1612.4,1111.6
16,6F0071,2016-01-03 17:47:00, 01: 00,1.375,796371.0,130404.0,1612.4,1111.6
16,6F0071,2016-01-03 17:49:00, 00: 30,0.5,796371.0,130404.0,1612.4,1111.6
17,6F0071,2016-01-03 16:46:00, 11: 10,14.75,796371.0,130404.0,1612.4,1111.6
16,6F0071,2016-01-03 16:46:00, 00: 10,0.125,796371.0,130404.0,1612.4,1111.6
11,6F0072,2016-01-03 18:00:00, 00: 30,0.5,641890.0,79397.0,1611.0,1067.25
11,6F0072,2016-01-03 18:18:00, 00: 10,0.25,641890.0,79397.0,1611.0,1067.25
12,6F0072,2016-01-03 18:00:00, 00: 10,0.125,641890.0,79397.0,1611.0,1067.25
12,6F0072,2016-01-03 18:19:00, 00: 10,0.125,641890.0,79397.0,1611.0,1067.25
13,6F0072,2016-01-03 18:19:00, 00: 10,0.25,641890.0,79397.0,1611.0,1067.25
14,6F0072,2016-01-03 18:01:00, 00: 10,0.125,641890.0,79397.0,1611.0,1067.25
17,6F0072,2016-01-03 18:30:00, 06: 20,9.625,641890.0,79397.0,1611.0,1067.25
15,6F0072,2016-01-03 18:19:00, 00: 10,0.25,641890.0,79397.0,1611.0,1067.25
15,6F0072,2016-01-03 18:37:00, 00: 40,1.0,641890.0,79397.0,1611.0,1067.25
16,6F0072,2016-01-03 18:19:00, 00: 10,0.25,641890.0,79397.0,1611.0,1067.25
16,6F0072,2016-01-03 18:36:00, 00: 10,0.25,641890.0,79397.0,1611.0,1067.25
17,6F0072,2016-01-03 18:01:00, 13: 01,16.25,641890.0,79397.0,1611.0,1067.25
17,6F0072,2016-01-03 18:19:00, 10: 21,14.375,641890.0,79397.0,1611.0,1067.25
15,6F0072,2016-01-03 18:01:00, 00: 10,0.25,641890.0,79397.0,1611.0,1067.25
13,6F0074,2016-01-03 19:42:00, 00: 10,0.375,650499.0,89522.0,1615.4,1041.8
14,6F0074,2016-01-03 19:56:00, 00: 10,0.125,650499.0,89522.0,1615.4,1041.8
15,6F0074,2016-01-03 19:42:00, 00: 10,0.25,650499.0,89522.0,1615.4,1041.8
15,6F0074,2016-01-03 19:57:00, 00: 10,0.25,650499.0,89522.0,1615.4,1041.8
16,6F0074,2016-01-03 19:42:00, 00: 10,0.25,650499.0,89522.0,1615.4,1041.8
17,6F0074,2016-01-03 19:42:00, 11: 11,14.25,650499.0,89522.0,1615.4,1041.8
12,6F0074,2016-01-03 19:56:00, 00: 10,0.375,650499.0,89522.0,1615.4,1041.8
17,6F0074,2016-01-03 20:19:00, 00: 59,1.5,650499.0,89522.0,1615.4,1041.8
11,6F0074,2016-01-03 19:41:00, 00: 10,0.125,650499.0,89522.0,1615.4,1041.8
11,6F0074,2016-01-03 19:41:00, 00: 10,0.25,650499.0,89522.0,1615.4,1041.8
11,6F0074,2016-01-03 19:56:00, 00: 10,0.0,650499.0,89522.0,1615.4,1041.8
12,6F0074,2016-01-03 19:41:00, 00: 10,0.0,650499.0,89522.0,1615.4,1041.8
17,6F0074,2016-01-03 19:57:00, 18: 11,25.625,650499.0,89522.0,1615.4,1041.8
11,6F0075,2016-01-03 20:33:00, 00: 20,0.125,687931.0,151969.0,1618.4,1145.4
12,6F0075,2016-01-03 20:33:00, 00: 10,0.125,687931.0,151969.0,1618.4,1145.4
12,6F0075,2016-01-03 20:52:00, 00: 10,0.125,687931.0,151969.0,1618.4,1145.4
13,6F0075,2016-01-03 20:52:00, 00: 10,0.25,687931.0,151969.0,1618.4,1145.4
17,6F0075,2016-01-03 21:01:00, 11: 10,16.875,687931.0,151969.0,1618.4,1145.4
14,6F0075,2016-01-03 20:52:00, 00: 10,0.25,687931.0,151969.0,1618.4,1145.4
16,6F0075,2016-01-03 20:52:00, 00: 10,0.25,687931.0,151969.0,1618.4,1145.4
17,6F0075,2016-01-03 20:34:00, 15: 10,17.125,687931.0,151969.0,1618.4,1145.4
17,6F0075,2016-01-03 20:52:00, 04: 10,5.25,687931.0,151969.0,1618.4,1145.4
14,6F0075,2016-01-03 20:33:00, 00: 11,0.625,687931.0,151969.0,1618.4,1145.4
11,6F0076,2016-01-03 21:28:00, 00: 20,0.25,686657.0,116231.0,1587.4,1003.4
11,6F0076,2016-01-03 21:45:00, 00: 09,0.125,686657.0,116231.0,1587.4,1003.4
12,6F0076,2016-01-03 21:28:00, 00: 11,0.125,686657.0,116231.0,1587.4,1003.4
12,6F0076,2016-01-03 21:45:00, 00: 10,0.25,686657.0,116231.0,1587.4,1003.4
14,6F0076,2016-01-03 21:29:00, 00: 10,0.125,686657.0,116231.0,1587.4,1003.4
14,6F0076,2016-01-03 21:45:00, 00: 11,0.25,686657.0,116231.0,1587.4,1003.4
15,6F0076,2016-01-03 21:29:00, 00: 10,0.375,686657.0,116231.0,1587.4,1003.4
15,6F0076,2016-01-03 21:46:00, 00: 10,0.25,686657.0,116231.0,1587.4,1003.4
17,6F0076,2016-01-03 21:29:00, 04: 30,5.125,686657.0,116231.0,1587.4,1003.4
17,6F0076,2016-01-03 21:34:00, 08: 30,12.0,686657.0,116231.0,1587.4,1003.4
17,6F0076,2016-01-03 21:46:00, 04: 20,5.375,686657.0,116231.0,1587.4,1003.4
17,6F0076,2016-01-03 21:55:00, 10: 41,16.0,686657.0,116231.0,1587.4,1003.4
17,6F0076,2016-01-03 22:07:00, 00: 30,0.75,686657.0,116231.0,1587.4,1003.4
17,6F0076,2016-01-03 22:09:00, 01: 00,1.5,686657.0,116231.0,1587.4,1003.4
17,6F0076,2016-01-03 22:11:00, 00: 40,1.0,686657.0,116231.0,1587.4,1003.4
17,6F0077,2016-01-03 23:15:00, 00: 30,0.5,894298.0,180066.0,1596.9,623.2
14,6F0077,2016-01-03 22:42:00, 00: 10,0.25,894298.0,180066.0,1596.9,623.2
17,6F0077,2016-01-03 23:09:00, 01: 10,1.75,894298.0,180066.0,1596.9,623.2
17,6F0077,2016-01-03 23:05:00, 00: 50,1.125,894298.0,180066.0,1596.9,623.2
17,6F0077,2016-01-03 22:54:00, 10: 40,16.0,894298.0,180066.0,1596.9,623.2
17,6F0077,2016-01-03 22:42:00, 04: 00,4.875,894298.0,180066.0,1596.9,623.2
17,6F0077,2016-01-03 22:29:00, 08: 50,12.5,894298.0,180066.0,1596.9,623.2
17,6F0077,2016-01-03 22:23:00, 05: 30,5.875,894298.0,180066.0,1596.9,623.2
15,6F0077,2016-01-03 22:42:00, 00: 11,0.125,894298.0,180066.0,1596.9,623.2
15,6F0077,2016-01-03 22:23:00, 00: 10,0.375,894298.0,180066.0,1596.9,623.2
11,6F0077,2016-01-03 22:22:00, 00: 30,0.375,894298.0,180066.0,1596.9,623.2
11,6F0077,2016-01-03 22:41:00, 00: 19,0.125,894298.0,180066.0,1596.9,623.2
12,6F0077,2016-01-03 22:23:00, 00: 10,0.125,894298.0,180066.0,1596.9,623.2
12,6F0077,2016-01-03 22:42:00, 00: 10,0.25,894298.0,180066.0,1596.9,623.2
14,6F0077,2016-01-03 22:23:00, 00: 10,0.125,894298.0,180066.0,1596.9,623.2
17,6F0077,2016-01-03 23:11:00, 00: 30,0.625,894298.0,180066.0,1596.9,623.2
17,6F0078,2016-01-03 23:26:00, 12: 50,17.125,771700.0,125285.0,1594.4285714285713,1022.1428571428571
17,6F0078,2016-01-03 23:43:00, 04: 30,5.375,771700.0,125285.0,1594.4285714285713,1022.1428571428571
17,6F0078,2016-01-04 00:09:00, 01: 40,2.125,771700.0,125285.0,1594.4285714285713,1022.1428571428571
17,6F0078,2016-01-04 00:07:00, 01: 00,1.375,771700.0,125285.0,1594.4285714285713,1022.1428571428571
17,6F0078,2016-01-03 23:51:00, 11: 51,17.625,771700.0,125285.0,1594.4285714285713,1022.1428571428571
16,6F0078,2016-01-03 23:42:00, 00: 10,0.25,771700.0,125285.0,1594.4285714285713,1022.1428571428571
16,6F0078,2016-01-03 23:26:00, 00: 10,0.0,771700.0,125285.0,1594.4285714285713,1022.1428571428571
15,6F0078,2016-01-03 23:26:00, 00: 10,0.375,771700.0,125285.0,1594.4285714285713,1022.1428571428571
14,6F0078,2016-01-03 23:42:00, 00: 10,0.25,771700.0,125285.0,1594.4285714285713,1022.1428571428571
13,6F0078,2016-01-03 23:42:00, 00: 10,0.25,771700.0,125285.0,1594.4285714285713,1022.1428571428571
13,6F0078,2016-01-03 23:26:00, 00: 10,0.25,771700.0,125285.0,1594.4285714285713,1022.1428571428571
12,6F0078,2016-01-03 23:26:00, 00: 10,0.0,771700.0,125285.0,1594.4285714285713,1022.1428571428571
11,6F0078,2016-01-03 23:25:00, 00: 20,0.375,771700.0,125285.0,1594.4285714285713,1022.1428571428571
11,6F0078,2016-01-03 23:42:00, 00: 10,0.125,771700.0,125285.0,1594.4285714285713,1022.1428571428571
12,6F0079,2016-01-04 00:22:00, 00: 10,0.25,575428.0,116603.0,1607.3333333333333,1229.0
11,6F0079,2016-01-04 00:22:00, 00: 10,0.125,575428.0,116603.0,1607.3333333333333,1229.0
12,6F0079,2016-01-04 00:39:00, 00: 10,0.25,575428.0,116603.0,1607.3333333333333,1229.0
13,6F0079,2016-01-04 00:23:00, 00: 09,0.0,575428.0,116603.0,1607.3333333333333,1229.0
13,6F0079,2016-01-04 00:39:00, 00: 10,0.125,575428.0,116603.0,1607.3333333333333,1229.0
17,6F0079,2016-01-04 00:50:00, 15: 01,22.75,575428.0,116603.0,1607.3333333333333,1229.0
15,6F0079,2016-01-04 00:39:00, 00: 10,0.25,575428.0,116603.0,1607.3333333333333,1229.0
16,6F0079,2016-01-04 00:23:00, 00: 10,0.25,575428.0,116603.0,1607.3333333333333,1229.0
16,6F0079,2016-01-04 00:39:00, 00: 10,0.25,575428.0,116603.0,1607.3333333333333,1229.0
17,6F0079,2016-01-04 00:23:00, 12: 51,17.25,575428.0,116603.0,1607.3333333333333,1229.0
17,6F0079,2016-01-04 00:40:00, 04: 40,6.125,575428.0,116603.0,1607.3333333333333,1229.0
15,6F0079,2016-01-04 00:23:00, 00: 10,0.25,575428.0,116603.0,1607.3333333333333,1229.0
11,6F0080,2016-01-04 01:13:00, 00: 20,0.125,598927.0,110644.0,1638.5,1236.5
11,6F0080,2016-01-04 01:30:00, 00: 10,0.25,598927.0,110644.0,1638.5,1236.5
12,6F0080,2016-01-04 01:13:00, 00: 10,0.0,598927.0,110644.0,1638.5,1236.5
13,6F0080,2016-01-04 01:30:00, 00: 10,0.25,598927.0,110644.0,1638.5,1236.5
14,6F0080,2016-01-04 01:14:00, 00: 10,0.25,598927.0,110644.0,1638.5,1236.5
17,6F0080,2016-01-04 01:40:00, 11: 40,18.0,598927.0,110644.0,1638.5,1236.5
15,6F0080,2016-01-04 01:14:00, 00: 11,0.25,598927.0,110644.0,1638.5,1236.5
15,6F0080,2016-01-04 01:31:00, 00: 09,0.25,598927.0,110644.0,1638.5,1236.5
17,6F0080,2016-01-04 01:14:00, 13: 20,17.375,598927.0,110644.0,1638.5,1236.5
17,6F0080,2016-01-04 01:31:00, 04: 11,5.25,598927.0,110644.0,1638.5,1236.5
14,6F0080,2016-01-04 01:30:00, 00: 11,0.125,598927.0,110644.0,1638.5,1236.5
11,6F0081,2016-01-04 02:23:00, 00: 10,0.25,780801.0,122296.0,1629.3333333333333,1061.6666666666667
17,6F0081,2016-01-04 02:54:00, 00: 30,0.75,780801.0,122296.0,1629.3333333333333,1061.6666666666667
13,6F0081,2016-01-04 02:06:00, 00: 10,0.25,780801.0,122296.0,1629.3333333333333,1061.6666666666667
13,6F0081,2016-01-04 02:23:00, 00: 10,0.25,780801.0,122296.0,1629.3333333333333,1061.6666666666667
14,6F0081,2016-01-04 02:23:00, 00: 10,0.0,780801.0,122296.0,1629.3333333333333,1061.6666666666667
15,6F0081,2016-01-04 02:07:00, 00: 10,0.125,780801.0,122296.0,1629.3333333333333,1061.6666666666667
16,6F0081,2016-01-04 02:07:00, 00: 10,0.25,780801.0,122296.0,1629.3333333333333,1061.6666666666667
16,6F0081,2016-01-04 02:24:00, 00: 10,0.375,780801.0,122296.0,1629.3333333333333,1061.6666666666667
17,6F0081,2016-01-04 02:07:00, 03: 20,3.625,780801.0,122296.0,1629.3333333333333,1061.6666666666667
17,6F0081,2016-01-04 02:10:00, 09: 51,13.625,780801.0,122296.0,1629.3333333333333,1061.6666666666667
17,6F0081,2016-01-04 02:24:00, 03: 20,4.625,780801.0,122296.0,1629.3333333333333,1061.6666666666667
17,6F0081,2016-01-04 02:31:00, 10: 10,15.5,780801.0,122296.0,1629.3333333333333,1061.6666666666667
17,6F0081,2016-01-04 02:41:00, 01: 10,1.625,780801.0,122296.0,1629.3333333333333,1061.6666666666667
17,6F0081,2016-01-04 02:43:00, 00: 20,0.75,780801.0,122296.0,1629.3333333333333,1061.6666666666667
17,6F0081,2016-01-04 02:44:00, 01: 30,2.125,780801.0,122296.0,1629.3333333333333,1061.6666666666667
17,6F0081,2016-01-04 02:48:00, 01: 50,3.0,780801.0,122296.0,1629.3333333333333,1061.6666666666667
17,6F0081,2016-01-04 02:51:00, 01: 30,2.25,780801.0,122296.0,1629.3333333333333,1061.6666666666667
12,6F0081,2016-01-04 02:06:00, 00: 10,0.125,780801.0,122296.0,1629.3333333333333,1061.6666666666667
11,6F0083,2016-01-04 04:05:00, 00: 20,0.375,657872.0,91362.0,1628.3333333333333,1209.0
11,6F0083,2016-01-04 04:26:00, 00: 10,0.25,657872.0,91362.0,1628.3333333333333,1209.0
13,6F0083,2016-01-04 04:05:00, 00: 10,0.0,657872.0,91362.0,1628.3333333333333,1209.0
13,6F0083,2016-01-04 04:26:00, 00: 10,0.0,657872.0,91362.0,1628.3333333333333,1209.0
14,6F0083,2016-01-04 04:26:00, 00: 10,0.125,657872.0,91362.0,1628.3333333333333,1209.0
15,6F0083,2016-01-04 04:05:00, 00: 10,0.25,657872.0,91362.0,1628.3333333333333,1209.0
17,6F0083,2016-01-04 04:50:00, 00: 40,0.875,657872.0,91362.0,1628.3333333333333,1209.0
16,6F0083,2016-01-04 04:26:00, 00: 10,0.375,657872.0,91362.0,1628.3333333333333,1209.0
17,6F0083,2016-01-04 04:06:00, 00: 20,0.5,657872.0,91362.0,1628.3333333333333,1209.0
17,6F0083,2016-01-04 04:07:00, 14: 31,18.25,657872.0,91362.0,1628.3333333333333,1209.0
17,6F0083,2016-01-04 04:26:00, 03: 20,3.5,657872.0,91362.0,1628.3333333333333,1209.0
17,6F0083,2016-01-04 04:33:00, 16: 20,24.75,657872.0,91362.0,1628.3333333333333,1209.0
16,6F0083,2016-01-04 04:05:00, 00: 20,0.375,657872.0,91362.0,1628.3333333333333,1209.0
11,6F0084,2016-01-04 06:13:00, 00: 10,0.0,664847.0,107592.0,1602.0,906.6666666666666
12,6F0084,2016-01-04 05:52:00, 00: 10,0.375,664847.0,107592.0,1602.0,906.6666666666666
12,6F0084,2016-01-04 06:13:00, 00: 10,0.25,664847.0,107592.0,1602.0,906.6666666666666
13,6F0084,2016-01-04 05:52:00, 00: 10,0.0,664847.0,107592.0,1602.0,906.6666666666666
14,6F0084,2016-01-04 06:13:00, 00: 10,0.25,664847.0,107592.0,1602.0,906.6666666666666
15,6F0084,2016-01-04 05:53:00, 00: 10,0.375,664847.0,107592.0,1602.0,906.6666666666666
17,6F0084,2016-01-04 06:35:00, 01: 29,2.375,664847.0,107592.0,1602.0,906.6666666666666
15,6F0084,2016-01-04 06:37:00, 00: 39,1.125,664847.0,107592.0,1602.0,906.6666666666666
15,6F0084,2016-01-04 06:38:00, 00: 49,1.125,664847.0,107592.0,1602.0,906.6666666666666
16,6F0084,2016-01-04 06:36:00, 00: 11,0.375,664847.0,107592.0,1602.0,906.6666666666666
17,6F0084,2016-01-04 05:53:00, 15: 01,19.375,664847.0,107592.0,1602.0,906.6666666666666
17,6F0084,2016-01-04 06:14:00, 20: 40,29.75,664847.0,107592.0,1602.0,906.6666666666666
15,6F0084,2016-01-04 06:13:00, 00: 10,0.25,664847.0,107592.0,1602.0,906.6666666666666
14,6F0085,2016-01-04 07:08:00, 00: 10,0.125,660357.0,115678.0,1622.3333333333333,862.3333333333334
15,6F0085,2016-01-04 07:09:00, 00: 11,0.125,660357.0,115678.0,1622.3333333333333,862.3333333333334
16,6F0085,2016-01-04 06:49:00, 00: 10,0.125,660357.0,115678.0,1622.3333333333333,862.3333333333334
17,6F0085,2016-01-04 06:50:00, 15: 01,19.0,660357.0,115678.0,1622.3333333333333,862.3333333333334
17,6F0085,2016-01-04 07:09:00, 02: 49,3.75,660357.0,115678.0,1622.3333333333333,862.3333333333334
17,6F0085,2016-01-04 07:15:00, 15: 51,24.5,660357.0,115678.0,1622.3333333333333,862.3333333333334
17,6F0085,2016-01-04 07:32:00, 00: 30,0.875,660357.0,115678.0,1622.3333333333333,862.3333333333334
17,6F0085,2016-01-04 07:33:00, 00: 50,1.125,660357.0,115678.0,1622.3333333333333,862.3333333333334
11,6F0085,2016-01-04 07:08:00, 00: 10,0.125,660357.0,115678.0,1622.3333333333333,862.3333333333334
12,6F0085,2016-01-04 06:49:00, 00: 10,0.25,660357.0,115678.0,1622.3333333333333,862.3333333333334
12,6F0085,2016-01-04 07:08:00, 00: 10,0.375,660357.0,115678.0,1622.3333333333333,862.3333333333334
14,6F0085,2016-01-04 06:49:00, 00: 10,0.375,660357.0,115678.0,1622.3333333333333,862.3333333333334
17,6F0086,2016-01-04 08:04:00, 19: 52,29.25,567621.0,90730.0,1633.5,653.1666666666666
17,6F0086,2016-01-04 07:45:00, 15: 31,19.75,567621.0,90730.0,1633.5,653.1666666666666
16,6F0086,2016-01-04 07:45:00, 00: 10,0.25,567621.0,90730.0,1633.5,653.1666666666666
15,6F0086,2016-01-04 08:04:00, 00: 10,0.125,567621.0,90730.0,1633.5,653.1666666666666
15,6F0086,2016-01-04 07:45:00, 00: 10,0.25,567621.0,90730.0,1633.5,653.1666666666666
11,6F0086,2016-01-04 07:44:00, 00: 20,0.375,567621.0,90730.0,1633.5,653.1666666666666
13,6F0086,2016-01-04 07:44:00, 00: 10,0.25,567621.0,90730.0,1633.5,653.1666666666666
12,6F0086,2016-01-04 08:04:00, 00: 10,0.125,567621.0,90730.0,1633.5,653.1666666666666
12,6F0086,2016-01-04 07:44:00, 00: 10,0.125,567621.0,90730.0,1633.5,653.1666666666666
11,6F0086,2016-01-04 08:03:00, 00: 30,0.5,567621.0,90730.0,1633.5,653.1666666666666
14,6F0086,2016-01-04 08:04:00, 00: 10,0.25,567621.0,90730.0,1633.5,653.1666666666666
17,6F0087,2016-01-04 09:04:00, 16: 50,25.5,746090.0,148708.0,1633.0,933.0
17,6F0087,2016-01-04 08:58:00, 01: 10,1.25,746090.0,148708.0,1633.0,933.0
17,6F0087,2016-01-04 08:45:00, 09: 50,10.875,746090.0,148708.0,1633.0,933.0
